test,,,,,,,,,,,,,,,,,,,,,,,,,,,
barcode,serial,category,faculty,location,location_barcode,user,make,model,item_status,purchase_value,current_value,notes,purchase_date,warranty_date,replacement_date,pat_status,pat_date,,,,,,,,,,
SPC3449,93305946285,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T 11.6,OK,915,,,01-08-11,,01-08-14,,,,,,,,,,,,
SPC3450,93305945985,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T 11.6,OK,915,,,01-08-11,,01-08-14,,,,,,,,,,,,
SPC3451,93305945785,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T 11.6,OK,915,,,01-08-11,,01-08-14,,,,,,,,,,,,
SPC3452,93305946385,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T 11.6,OK,915,,,01-08-11,,01-08-14,,,,,,,,,,,,
SPC3453,93305946485,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T 11.6,OK,915,,,01-08-11,,01-08-14,,,,,,,,,,,,
SPC3454,93305947285,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T 11.6,OK,915,,,01-08-11,,01-08-14,,,,,,,,,,,,
SPC3455,93305947785,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T 11.6,OK,915,,,01-08-11,,01-08-14,,,,,,,,,,,,
SPC3456,93305947885,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T 11.6,OK,915,,,01-08-11,,01-08-14,,,,,,,,,,,,
SPC3457,93305947985,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T 11.6,OK,915,,,01-08-11,,01-08-14,,,,,,,,,,,,
SPC3458,93305950185,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T 11.6,OK,915,,,01-08-11,,01-08-14,,,,,,,,,,,,
SPC3459,93305948185,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T 11.6,OK,915,,,01-08-11,,01-08-14,,,,,,,,,,,,
SPC3460,93305948085,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T 11.6,OK,915,,,01-08-11,,01-08-14,,,,,,,,,,,,
SPC3461,93305950285,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T 11.6,OK,915,,,01-08-11,,01-08-14,,,,,,,,,,,,
SPC3462,93305950385,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T 11.6,OK,915,,,01-08-11,,01-08-14,,,,,,,,,,,,
SPC3463,93305950485,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T 11.6,OK,915,,,01-08-11,,01-08-14,,,,,,,,,,,,
SPC3464,93305950785,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T 11.6,OK,915,,,01-08-11,,01-08-14,,,,,,,,,,,,
SPC3465,93305950685,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T 11.6,OK,915,,,01-08-11,,01-08-14,,,,,,,,,,,,
SPC3466,93305950585,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-11-11,,01-11-14,,,,,,,,,,,,
SPC3467,93305950885,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3468,93305950985,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3469,93305951185,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3470,93305952485,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3471,93305951985,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3472,93305951685,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3473,93305952785,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3474,93305952985,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3475,93305953085,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3476,93305954685,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3477,93305954385,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3478,93305953485,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3479,93305955485,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3480,93305956285,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3481,93305956485,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3482,93305957185,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3483,93305956885,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3484,93305956685,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3485,93305957785,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3486,93305974285,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3487,93305974485,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3488,93305974985,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3489,93305974885,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3490,93305974685,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3491,93305975485,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3492,93305975585,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3493,93305975785,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3494,93305976685,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3495,93305976385,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3496,93305975985,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3497,93305977485,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3498,93305977585,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3499,93305977985,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3500,93305978185,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3501,93305943285,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3502,93305938685,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3503,93305938985,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3504,93305938885,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3505,93305938785,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3506,93305939185,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3507,93305939285,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3508,93305939585,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3509,93305939485,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3510,93305939385,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3511,93305939685,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3512,93305939785,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3513,93305939885,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3514,93305940185,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3515,93305940085,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3516,93305939985,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3517,93305940285,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3518,93305940385,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3519,93305940485,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3520,93305940785,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3521,93305940685,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3522,93305940585,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3523,93305940885,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3524,93305940985,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3525,93305941785,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3526,93305941585,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3527,93305941385,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3528,93305942185,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3529,93305942285,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3530,93305942485,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3531,93305942885,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3532,93305942785,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3533,93305942585,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3534,93305943085,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3535,93305943185,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3536,93305943485,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3537,93305943385,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3538,93305943685,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3539,93305943785,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3540,93305943885,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3541,93305944285,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3542,93305944085,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3543,93305943985,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3544,93305944485,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3545,93305944785,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3546,93305944985,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3547,93305978085,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3548,12202071840,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3549,12202070840,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3550,12202072040,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3551,12202071540,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3552,12202069440,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3553,12202070540,COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3554,12202065740 (R8.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3555,12202066040 (R9.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3556,12202066340 (CAD 11.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3557,12202067040 (Office 4.4),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3558,12202067340 (R13.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3559,12202067640 (Room 7.7),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3560,12202067940 (CAD 10.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3561,12202068240 (CAD 24.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3562,12202068640 (R4.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3563,12202068940 (CAD 1.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3564,12202069240 (CAD 21.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3565,12202069540 (CAD 6.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3566,12202069940 (R12.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3567,12202070240 (Office 3.3),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3568,12202071240 (R5),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3569,12202071740 (R15.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3570,12202065840 (Office 6.6),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3571,12202066140 (R7.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3572,12202066440 (CAD 22.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3573,12202066740 (CAD 20.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER,AS1830T,OK,815,,,01-12-11,,01-12-14,,,,,,,,,,,,
SPC3574,12202067140 (CAD 26.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER 1830,Corey Cook,OK,0,,,,,01-01-73,,,,,,,,,,,,
SPC3575,12202067440 (CAD 16.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER 1831,Swap & Go,OK,0,,,,,01-01-73,,,,,,,,,,,,
SPC3576,12202067740 (CAD 7.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER 1830T,AS1830T 11.6,OK,915,,,01-08-11,,01-08-14,,,,,,,,,,,,
SPC3577,12202068040 (CAD 14.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER W510 Iconia,27602G06,OK,0,,,01-02-14,,01-02-17,,,,,,,,,,,,
SPC3578,12202068340 (CAD 25.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER W510 Iconia,27602G06,OK,0,,,01-02-14,,01-02-17,,,,,,,,,,,,
SPC3579,12202068740 (R2.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER W510 Iconia,G27602G06,OK,0,,,01-02-14,,01-02-17,,,,,,,,,,,,
SPC3580,12202069040 (R10.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Laptop ACER W510 Iconia,G27602G06,OK,0,,,01-02-14,,01-02-17,,,,,,,,,,,,
SPC3581,12202069340 (CAD 8.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Notebook ACER,B113 M 53314G32MIKK,OK,846,,,08-02-13,,08-02-16,,,,,,,,,,,,
SPC3582,12202069640 (CAD 5.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Notebook ACER,B113 M 53314G32MIKK,OK,846,,,08-02-13,,08-02-16,,,,,,,,,,,,
SPC3583,12202070040 (CAD 19.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Notebook ACER,B113 M 53314G32MIKK,OK,846,,,08-02-13,,08-02-16,,,,,,,,,,,,
SPC3584,12202070340 (CAD 17.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Notebook ACER,B113 M 53314G32MIKK,OK,846,,,08-02-13,,08-02-16,,,,,,,,,,,,
SPC3585,12202070640 (R14.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Notebook ACER,B113 M 53314G32MIKK,OK,846,,,08-02-13,,08-02-16,,,,,,,,,,,,
SPC3586,12202070940 (R6.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Notebook ACER,B113 M 53314G32MIKK,OK,846,,,08-02-13,,08-02-16,,,,,,,,,,,,
SPC3587,12202072340 (R11.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Notebook ACER,B113 M 53314G32MIKK,OK,846,,,08-02-13,,08-02-16,,,,,,,,,,,,
SPC3588,12202065940 (Office 2.2),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Notebook ACER,B113 M 53314G32MIKK,OK,846,,,08-02-13,,08-02-16,,,,,,,,,,,,
SPC3589,12202066240 (Office 5.5),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Notebook ACER,B113 M 53314G32MIKK,OK,846,,,08-02-13,,08-02-16,,,,,,,,,,,,
SPC3590,12202066540 (CAD 2.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Notebook ACER,B113 M 53314G32MIKK,OK,846,,,08-02-13,,08-02-16,,,,,,,,,,,,
SPC3591,12202066840 (Office 6.6.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Notebook ACER,B113 M 53314G32MIKK,OK,846,,,08-02-13,,08-02-16,,,,,,,,,,,,
SPC3592,12202067240 (CAD 15.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Notebook ACER,B113 M 53314G32MIKK,OK,846,,,08-02-13,,08-02-16,,,,,,,,,,,,
SPC3593,30500333742 (repl12202067540),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Notebook ACER,B113 M 53314G32MIKK,OK,846,,,08-02-13,,08-02-16,,,,,,,,,,,,
SPC3594,12202067840 (CAD 3.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Notebook ACER,B113 M 53314G32MIKK,OK,846,,,08-02-13,,08-02-16,,,,,,,,,,,,
SPC3595,12202068140 (CAD 12.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Notebook ACER,B113 M 53314G32MIKK,OK,846,,,08-02-13,,08-02-16,,,,,,,,,,,,
SPC3596,12202068540 (CAD 13.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Notebook ACER,B113 M 53314G32MIKK,OK,846,,,08-02-13,,08-02-16,,,,,,,,,,,,
SPC3597,12202068840 (R3.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Notebook ACER,B113 M 53314G32MIKK,OK,846,,,08-02-13,,08-02-16,,,,,,,,,,,,
SPC3598,12202069140 (CAD 27.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Notebook ACER,B113 M 53314G32MIKK,OK,846,,,08-02-13,,08-02-16,,,,,,,,,,,,
SPC3599,12202069840 (R1.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Notebook ACER,B113 M 53314G32MIKK,OK,846,,,08-02-13,,08-02-16,,,,,,,,,,,,
SPC3600,12202070140 (Room 8.8),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Notebook ACER,B113 M 53314G32MIKK,OK,846,,,08-02-13,,08-02-16,,,,,,,,,,,,
SPC3601,12202070440 (Office 1.1),COMPUTERS,St Pauls,Student Laptop,SPC9104,357,Notebook ACER,B113 M 53314G32MIKK,OK,846,,,08-02-13,,08-02-16,,,,,,,,,,,,
