test,,,,,,,,,,,,,,,,,,,,,,,,,,,
barcode,serial,category,faculty,location,location_barcode,user,make,model,item_status,purchase_value,current_value,notes,purchase_date,warranty_date,replacement_date,pat_status,pat_date,,,,,,,,,,
SPC1456,701542042,FURN&EQ,Brothers House,Staff Room,SPC9033,351,Chair,sled base no arms,OK,172,,,01-09-08,,01-09-11,,,,,,,,,,,,
SPC1457,701542142,FURN&EQ,Brothers House,Staff Room,SPC9033,351,Coffee Table,x2 Beech Veneer top 1200 x 600 x 430,OK,243,,,23-07-08,,23-07-11,,,,,,,,,,,,
SPC1458,701542242,FURN&EQ,Brothers House,Staff Room,SPC9033,351,Cooktop,electric sq 60cm 4 elements,OK,340,,,26-06-08,,26-06-11,,,,,,,,,,,,
SPC1459,701542442,FURN&EQ,Brothers House,Staff Room,SPC9033,351,Data Projector,"Sony VPLEX50 installation, cage & cabling",OK,1399,,,03-09-08,,03-09-11,,,,,,,,,,,,
SPC1460,701542642,FURN&EQ,Brothers House,Staff Room,SPC9033,351,Dishwasher,Electronic 12,OK,780,,,26-06-08,,26-06-11,,,,,,,,,,,,
SPC1461,701542842,5 Yearly Portable Electrical Equip,Brothers House,Staff Room,SPC9033,351,Fridge,Fisher & Paykel E521 TRX,OK,1718.18,,,15-07-08,,15-07-11,,,,,,,,,,,,
SPC1462,701543042,5 Yearly Portable Electrical Equip,Brothers House,Staff Room,SPC9033,351,Microwave,Microwave Sharp White,OK,159.09,,,15-07-08,,15-07-11,,,,,,,,,,,,
SPC1463,701543442,FURN&EQ,Brothers House,Staff Room,SPC9033,351,Electric Oven,60cm,OK,690,,,26-06-08,,26-06-11,,,,,,,,,,,,
SPC1464,701543542,FURN&EQ,Brothers House,Staff Room,SPC9033,351,Rangehood,Rangehood,OK,251.25,,,26-06-08,,26-06-11,,,,,,,,,,,,
SPC1465,701543742,5 Yearly Portable Electrical Equip,Brothers House,Staff Room,SPC9033,351,Fridge,Fisher Bottom,OK,1000,,,02-11-04,,02-11-07,,,,,,,,,,,,
SPC1466,701544142,FURN&EQ,Brothers House,Staff Room,SPC9033,351,Tables,1800x900x720mm,OK,199,,,01-09-08,,01-09-11,,,,,,,,,,,,
SPC1467,701545742,FURN&EQ,Brothers House,Staff Room,SPC9033,351,Tables,half round 900x900x720,OK,169,,,01-09-08,,01-09-11,,,,,,,,,,,,
SPC1469,,FURN&EQ,Brothers House,Staff Room,SPC9033,351,Coffee Machine,Gaia E25 Matricola,OK,0,,,27-04-11,,,PASS,25-09-13,,,,,,,,,,
SPC1477,,5 Yearly Portable Electrical Equip,Brothers House,Staff Room,SPC9033,351,Microwave,Sharp Carousel,OK,0,,,12-11-09,,,PASS,30-09-14,,,,,,,,,,
SPC4301,,Yearly Portable Electrical Equip,Br Seaman Building,S106 Science Bio,SPC9023,353,Projector,Hanimex,OK,0,,,05-06-05,,,PASS,30-09-14,,,,,,,,,,
SPC1480,,FURN&EQ,Brothers House,Staff Room,SPC9033,351,Sandwich Toaster,Breville BSG 220,OK,0,,,10-02-12,,,PASS,30-09-14,,,,,,,,,,
SPC1481,,FURN&EQ,Brothers House,Staff Room,SPC9033,351,Sandwich Toaster,Breville BSG 220,OK,0,,,09-02-12,,,PASS,30-09-14,,,,,,,,,,
SPC1482,,FURN&EQ,Brothers House,Staff Room,SPC9033,351,Toaster,Home Collection HTCA2,OK,0,,,27-04-11,,,PASS,30-09-14,,,,,,,,,,
SPC1483,701541042,FURN&EQ,Brothers House,Teachers Prep,SPC9034,351,Mobile Pedestal,2 drawers,OK,207.5,,,01-09-08,,01-09-11,,,,,,,,,,,,
SPC1484,25007875234,FURN&EQ,Brothers House,Teachers Prep,SPC9034,351,Chair,Typist no arms 5-star Blk Base,OK,139,,,02-11-12,,,,,,,,,,,,,,
SPC1485,25007877334,FURN&EQ,Brothers House,Teachers Prep,SPC9034,351,Pedestal,2D/1F,OK,199,,,02-11-12,,,,,,,,,,,,,,
SPC1487,12800754,COMPUTERS,Callan Hall,CS4  HALL,SPC9040,357,Printer HP Laserjet,P4015TN,OK,2640.45,,,01-03-10,,,,,,,,,,,,,,
SPC1488,12606351 (CAD 10),FIXED EQUP,Callan Hall,Callan Hall,SPC9037,357,Air Conditioner,Panasonic RE2 Inverter Wall Splits,OK,3825,,,01-02-09,,01-02-12,,,,,,,,,,,,
SPC1489,12606354 (CAD 24),FIXED EQUP,Callan Hall,ESL Office,SPC9041,358,Air Conditioner,Panasonic RE28 Inverter Wall Splits,OK,3825,,,01-02-09,,01-02-12,,,,,,,,,,,,
SPC1490,12606357 (Office 4),FIXED EQUP,Callan Hall,Callan Hall,SPC9037,358,Air Conditioner,Panasonic RE28 Inverter Wall Splits,OK,3825,,,01-02-09,,01-02-12,,,,,,,,,,,,
SPC1491,12606366 (CAD 21),FIXED EQUP,Callan Hall,CS4  HALL,SPC9040,358,Air Conditioner,Panasonic RE2 Inverter Wall Splits,OK,3825,,,01-02-09,,01-02-12,,,,,,,,,,,,
SPC1492,12606369 (CAD 22),BUILDINGS,Callan Hall,Callan Hall,SPC9037,358,Buildings,Callan Hall refurb (P21-2010),OK,99999.99,,,01-01-11,,01-01-14,,,,,,,,,,,,
SPC1493,12606378 (CAD 25),FURN&EQ,Callan Hall,Callan Hall,SPC9037,358,Hall refurb fitout-P21 2010,Buildings,OK,20452.42,,,01-01-11,,01-01-14,,,,,,,,,,,,
SPC1494,12606384 (CAD 19),BUILDINGS,Callan Hall,Callan Hall,SPC9037,358,"Hall, Canteen & Offices",Buildings,OK,14470.92,,,14-08-04,,14-08-07,,,,,,,,,,,,
SPC1495,12606390 (CAD 11),FURN&EQ,Callan Hall,CS4  HALL,SPC9040,358,Projector Panasonic,PTF300E,OK,3447.66,,,01-01-11,,01-01-14,,,,,,,,,,,,
SPC1496,12606393 (CAD 6),FURN&EQ,Callan Hall,Callan Hall,SPC9037,358,Sound System Cabling,Hall,OK,2720.91,,,01-03-12,,01-03-15,,,,,,,,,,,,
SPC1497,12606343 (Office 5),FURN&EQ,Callan Hall,Callan Hall,SPC9037,358,Trestle Tables,1800 x 900,OK,326.54,,Should be stored in storeroom off the side of the hall. 15 were originally purchased.,20-05-11,0000-00-00,20-05-14,N/A,0000-00-00,,,,,,,,,,
SPC1498,12606346 (R6),FURN&EQ,Callan Hall,Callan Hall,SPC9037,358,Whiteboard,Porcelain 2400 x 1200,OK,240.91,,,04-02-11,,04-02-14,,,,,,,,,,,,
SPC1500,12800780,FURN&EQ,Callan Hall,Canteen,SPC9038,359,Electric Oven,Omega Upright,OK,2045.45,,,01-07-13,,,,,,,,,,,,,,
SPC1502,,5 Yearly Portable Electrical Equip,Callan Hall,Canteen,SPC9038,359,Bainmarie,Roban E23,OK,0,,,29-04-11,,,PASS,02-10-14,,,,,,,,,,
SPC1503,,5 Yearly Portable Electrical Equip,Callan Hall,Canteen,SPC9038,359,Bainmarie,Roban E23,OK,0,,,29-04-11,,,PASS,02-10-14,,,,,,,,,,
SPC1504,,FURN&EQ,Callan Hall,Canteen,SPC9038,359,Blender,Sunbeam Pro 320W,OK,0,,,25-09-12,,,PASS,25-09-13,,,,,,,,,,
SPC1505,,FURN&EQ,Callan Hall,Canteen,SPC9038,359,Can Opener,Sunbeam Open All,OK,0,,,29-04-11,,,PASS,25-09-13,,,,,,,,,,
SPC1506,,FURN&EQ,Callan Hall,Canteen,SPC9038,359,Cash Register,Sharp XE A130,OK,0,,Not Available,29-04-11,0000-00-00,0000-00-00,PASS,26-09-13,,,,,,,,,,
SPC1507,,FURN&EQ,Callan Hall,Canteen,SPC9038,359,Cash Register,Sharp XE A130,OK,0,,,29-04-11,,,PASS,02-10-16,,,,,,,,,,
SPC1509,,FURN&EQ,Callan Hall,Canteen,SPC9038,359,Electric Knife,Sunbean 472,OK,0,,,25-09-12,,,PASS,25-09-13,,,,,,,,,,
SPC1510,,FURN&EQ,Callan Hall,Canteen,SPC9038,359,Electric Wok,Kambrook Essential Wok,OK,0,,,29-04-11,,,PASS,29-04-12,,,,,,,,,,
SPC1511,,FURN&EQ,Callan Hall,Canteen,SPC9038,359,Fly Zapper,UVP I Trap,OK,0,,,26-09-12,,,PASS,14-10-16,,,,,,,,,,
SPC1514,,5 Yearly Portable Electrical Equip,Callan Hall,Canteen,SPC9038,359,Freezer,Freezer,OK,0,,,12-07-05,,,PASS,02-10-16,,,,,,,,,,
SPC1516,,5 Yearly Portable Electrical Equip,Callan Hall,Canteen,SPC9038,359,Freezer,Caravell 335-636,OK,0,,,26-09-12,,,PASS,02-10-16,,,,,,,,,,
SPC1517,,5 Yearly Portable Electrical Equip,Callan Hall,Canteen,SPC9038,359,Fridge,Skope B1100 2 C,OK,0,,,26-04-07,,,PASS,02-10-16,,,,,,,,,,
SPC1518,,5 Yearly Portable Electrical Equip,Callan Hall,Canteen,SPC9038,359,Fridge,Fisher & Paykel,OK,0,,,12-07-05,,,PASS,02-10-16,,,,,,,,,,
SPC1519,,5 Yearly Portable Electrical Equip,Callan Hall,Canteen,SPC9038,359,Fridge,Orford BM 30 E,OK,0,,,04-12-09,,,PASS,02-10-16,,,,,,,,,,
SPC1520,,5 Yearly Portable Electrical Equip,Callan Hall,Canteen,SPC9038,359,Fridge,Skope B660 2 CX,OK,0,,,26-09-12,,,PASS,02-10-16,,,,,,,,,,
SPC1521,,5 Yearly Portable Electrical Equip,Callan Hall,Canteen,SPC9038,359,Fridge,Fisher & Paykel N369B,OK,0,,,25-09-12,,,PASS,02-10-16,,,,,,,,,,
SPC1522,,5 Yearly Portable Electrical Equip,Callan Hall,Canteen,SPC9038,359,Fridge,Westinghouse 303,OK,0,,,25-09-12,,,PASS,02-10-16,,,,,,,,,,
SPC1523,,5 Yearly Portable Electrical Equip,Callan Hall,Canteen,SPC9038,359,Fridge,Lion Upright,OK,0,,,25-09-12,,,PASS,02-10-14,,,,,,,,,,
SPC1524,,5 Yearly Portable Electrical Equip,Callan Hall,Canteen,SPC9038,359,Fridge,Lion,OK,0,,,26-09-12,,,PASS,02-10-14,,,,,,,,,,
SPC1525,,5 Yearly Portable Electrical Equip,Callan Hall,Canteen,SPC9038,359,Fridge,Skope B1100 2 C,OK,0,,,26-09-12,,,PASS,02-10-16,,,,,,,,,,
SPC1526,,FURN&EQ,Callan Hall,Canteen,SPC9038,359,Grill,Roband Contact Grill,OK,0,,,25-09-12,,,PASS,02-10-14,,,,,,,,,,
SPC1527,,FURN&EQ,Callan Hall,Canteen,SPC9038,359,Griller,Woodson,OK,0,,,26-09-12,,,PASS,02-10-14,,,,,,,,,,
SPC1529,,FURN&EQ,Callan Hall,Canteen,SPC9038,359,Kettle,Kambrook KAK 80,OK,0,,,29-04-11,,,PASS,29-04-12,,,,,,,,,,
SPC1530,,5 Yearly Portable Electrical Equip,Callan Hall,Canteen,SPC9038,359,Microwave,Samsung Time Saver,OK,0,,,06-03-06,,,PASS,02-10-14,,,,,,,,,,
SPC1531,,5 Yearly Portable Electrical Equip,Callan Hall,Canteen,SPC9038,359,Microwave,Nec,OK,0,,,25-05-05,,,PASS,02-10-14,,,,,,,,,,
SPC1532,,FURN&EQ,Callan Hall,Canteen,SPC9038,359,Multi Food Processor,Sunbeam,OK,0,,,29-04-11,,,PASS,25-09-13,,,,,,,,,,
SPC1533,,FURN&EQ,Callan Hall,Canteen,SPC9038,359,Oven,Bahbar Turbo Fan 26,OK,0,,,29-04-11,,,PASS,26-09-13,,,,,,,,,,
SPC1534,,FURN&EQ,Callan Hall,Canteen,SPC9038,359,Pie Warmer,Roland,OK,0,,,06-06-05,,,PASS,02-10-14,,,,,,,,,,
SPC1535,,FURN&EQ,Callan Hall,Canteen,SPC9038,359,Radio,Lenoxx CR219,OK,0,,,25-09-12,,,PASS,02-10-14,,,,,,,,,,
SPC1537,,FURN&EQ,Callan Hall,Canteen,SPC9038,359,Rice Cooker,Sunbeam Rice Perfect Compact,OK,0,,,14-07-06,,,PASS,29-04-12,,,,,,,,,,
SPC1538,,FURN&EQ,Callan Hall,Canteen,SPC9038,359,Slow Cooker,Kambrook KSC110,OK,0,,,25-09-12,,,PASS,25-09-13,,,,,,,,,,
SPC1539,,FURN&EQ,Callan Hall,Canteen,SPC9038,359,Soup Kettle,Robalec SW 1200,OK,0,,,08-10-07,,,PASS,02-10-14,,,,,,,,,,
SPC1540,,FURN&EQ,Callan Hall,Canteen,SPC9038,359,Soup Kettle,Robalec SW 1200,OK,0,,,08-10-07,,,PASS,27-04-12,,,,,,,,,,
SPC1543,,FURN&EQ,Brothers House,Staff Room,SPC9033,351,Urn,Crown HW 20 TC,OK,0,,,10-08-06,,,PASS,02-10-14,,,,,,,,,,
SPC1544,1601625,FIXED EQUP,Callan Hall,Counseller,SPC9039,360,Air Conditioner,Wall Split System A/C,OK,3589,,Not Available,05-06-01,29-04-14,05-06-04,N/A,0000-00-00,,,,,,,,,,
SPC1545,1601626,FIX EQ-TTC,Callan Hall,Counseller,SPC9039,360,Chair,Postura Chairs,OK,33,,,11-02-13,29-04-14,11-02-16,,,,,,,,,,,,
SPC1546,1601627,COMPUTERS,Callan Hall,Counseller,SPC9039,360,Desktop ACER,Veriton 3500,OK,1424,,,01-04-03,29-04-14,01-04-06,,,,,,,,,,,,
SPC1547,1601628,FURN&EQ,Callan Hall,CS4  HALL,SPC9040,360,Blinds,4 Rollers in M-Screen 8505,OK,436.36,,,11-07-11,29-04-14,11-07-14,,,,,,,,,,,,
SPC1548,,COMPUTERS,Callan Hall,ESL Office,SPC9041,358,Printer,HP,OK,0,,,25-05-05,,,PASS,21-04-14,,,,,,,,,,
SPC4161,,COMPUTERS,Callan Hall,ESO Office Rm10,SPC9042,792,Printer,HP Deskjet 3380,OK,0,,,12-07-05,,,PASS,21-04-14,,,,,,,,,,
SPC4163,,COMPUTERS,Callan Hall,ESO Office Rm10,SPC9042,792,Speakers,Logitech S-02648,OK,0,,,26-09-12,,,PASS,26-09-13,,,,,,,,,,
SPC1551,,FURN&EQ,Callan Hall,Hall Offices,SPC9043,792,Air Conditioner,Evaporative Dimplex Deva 20,OK,0,,,16-11-07,,,PASS,02-10-14,,,,,,,,,,
SPC1552,,FURN&EQ,Callan Hall,Counseller,SPC9039,358,DVD Player,Soniq,OK,0,,,15-02-13,,,PASS,02-10-14,,,,,,,,,,
SPC1554,,5 Yearly Portable Electrical Equip,Callan Hall,Head of Houses,SPC9131,358,Fridge,Gorenje Pacific,OK,0,,,26-09-12,,,PASS,26-09-15,,,,,,,,,,
SPC1558,,FURN&EQ,Callan Hall,Hall Offices,SPC9043,358,Speakers,Logitech S-02648,OK,0,,,27-04-11,,,PASS,26-09-13,,,,,,,,,,
SPC4187,,FURN&EQ,Callan Hall,Hall Store,SPC9152,358,Air Conditioner,Evaporative Dimplex Deva 21,OK,0,,,16-11-07,,,PASS,02-10-14,,,,,,,,,,
SPC1560,,FURN&EQ,Callan Hall,Hall Store,SPC9152,358,Audio,Mixer VLZ31604,OK,0,,,08-03-12,,,PASS,26-09-13,,,,,,,,,,
SPC1563,,FURN&EQ,Callan Hall,Hall Store,SPC9152,358,Speaker,QSC K10,OK,0,,,26-09-12,,,PASS,02-10-14,,,,,,,,,,
SPC1564,,FURN&EQ,Callan Hall,Hall Store,SPC9152,358,Speaker,QSC K10,OK,0,,,26-09-12,,,PASS,02-10-14,,,,,,,,,,
SPC1565,,FURN&EQ,Callan Hall,Hall Store,SPC9152,358,Spreaker,QSC KSUB,OK,0,,,26-09-12,,,PASS,26-09-13,,,,,,,,,,
SPC1566,,FURN&EQ,Callan Hall,Hall Store,SPC9152,358,Vacuum,Hoover 5012PH Vogue,OK,0,,,07-03-14,,,PASS,07-03-15,,,,,,,,,,
SPC1567,,FURN&EQ,Callan Hall,House Reception,SPC9045,358,Filing Cabinet,4 drawer red cherry ironstone,OK,319,,,11-09-08,,11-05-15,,,,,,,,,,,,
SPC1568,,FURN&EQ,Callan Hall,House Reception,SPC9045,792,Chair,Profile High Back Gas,OK,130,,,01-09-08,,01-05-15,,,,,,,,,,,,
SPC1569,,FURN&EQ,Callan Hall,House Reception,SPC9045,792,Coffee Table,Beech Veneer Agenda 600x600x430,OK,240,,,23-07-08,,23-03-15,,,,,,,,,,,,
SPC1570,,FURN&EQ,Callan Hall,House Reception,SPC9045,792,Cupboard,with locking swing doors,OK,489,,,13-10-08,,13-06-15,,,,,,,,,,,,
SPC1571,,FURN&EQ,Callan Hall,House Reception,SPC9045,792,Desk,1800x900x720mm,OK,187.5,,,01-09-08,,01-05-15,,,,,,,,,,,,
SPC1373,12800775,MOTOR VEH,Brothers House,Business Manager Office,SPC9027,792,Commodore S091 AMY,VE 2  3.6 SV6 Auto Sedan MY11,Disposed,0,,,01-01-14,,,,,,,,,,,,,,
SPC1499,12800808,FURN&EQ,Callan Hall,Canteen,SPC9038,358,Freezer,White,Disposed,0,,,,,,,,,,,,,,,,,
SPC1501,12800781,FURN&EQ,Callan Hall,Canteen,SPC9038,359,Fridge,Fisher & Paykel Canteen  S/Dr 450L,Disposed,1045.45,,,01-03-05,,,,,,,,,,,,,,
SPC1508,,FURN&EQ,Callan Hall,Canteen,SPC9038,359,Electric Fry Pan,Sunbeam FP5910,Disposed,0,,,25-09-12,,,PASS,02-10-14,,,,,,,,,,
SPC1512,,FURN&EQ,Callan Hall,Canteen,SPC9038,359,Fly Zapper,UV Fly Trapper,Disposed,0,,,25-05-05,,,PASS,29-04-14,,,,,,,,,,
SPC1513,,FURN&EQ,Callan Hall,Canteen,SPC9038,359,Freezer,AHT,Disposed,0,,,29-04-11,,,PASS,29-04-14,,,,,,,,,,
SPC1515,,FURN&EQ,Callan Hall,Canteen,SPC9038,359,Freezer,Unilever AT300,Disposed,0,,,26-09-12,,,PASS,02-10-16,,,,,,,,,,
SPC1528,,FURN&EQ,Callan Hall,Canteen,SPC9038,359,Heater,EWT Clima 343 TS,Disposed,0,,,26-09-12,,,PASS,02-10-14,,,,,,,,,,
SPC1536,,FURN&EQ,Callan Hall,Canteen,SPC9038,359,Radio,Cobolt PLAU0160,Disposed,0,,,25-09-12,,,PASS,25-09-13,,,,,,,,,,
SPC1049,,Laptop PC,Administration Building,Admin Office,SPC9001,339,Acer,Travelmate 5740G,Missing,0,,,0000-00-00,0000-00-00,0000-00-00,N/A,0000-00-00,,,,,,,,,,
SPC1043,,FURN&EQ,Administration Building,Administration Building,SPC9005,792,Fan,Ring Grip FS 549,Missing,0,,,12-11-09,,,PASS,27-04-12,,,,,,,,,,
SPC1044,,FURN&EQ,Administration Building,Administration Building,SPC9005,792,Fan,Ring Grip RPF 40,Missing,0,,,27-04-11,,,PASS,30-09-14,,,,,,,,,,
SPC1046,,5 Yearly Portable Electrical Equip,Administration Building,Administration Building,SPC9005,792,Fridge,GVA F100,Missing,0,,,27-04-11,,,PASS,27-04-14,,,,,,,,,,
SPC1047,,5 Yearly Portable Electrical Equip,Administration Building,Administration Building,SPC9005,792,Fridge,GVA F100,Missing,0,,,27-04-11,,,PASS,27-04-14,,,,,,,,,,
SPC1048,,5 Yearly Portable Electrical Equip,Administration Building,Administration Building,SPC9005,792,Fridge,GVA F101,Missing,0,,,27-04-11,,,PASS,27-04-14,,,,,,,,,,
SPC1050,,5 Yearly Portable Electrical Equip,Administration Building,Administration Building,SPC9005,792,Fridge,GVA F100,Missing,0,,,27-04-11,,,PASS,27-04-14,,,,,,,,,,
SPC1051,,FURN&EQ,Administration Building,Administration Building,SPC9005,792,Heater,Heatwave,Missing,0,,,27-05-05,,,PASS,30-09-14,,,,,,,,,,
SPC1052,,FURN&EQ,Administration Building,Administration Building,SPC9005,792,Kettle,Coles YLCK310,Missing,0,,,27-04-11,,,PASS,30-09-14,,,,,,,,,,
SPC1055,,FURN&EQ,Administration Building,Administration Building,SPC9005,792,Radio/Cass,Pye RC206,Missing,0,,,01-01-07,,,PASS,30-09-14,,,,,,,,,,
SPC1095,,FURN&EQ,Administration Building,Meeting Rooms 1&2,SPC9010,792,Coffee Machine,Sunbeam Aroma Coffee 12,Missing,0,,,12-11-09,,,PASS,30-09-14,,,,,,,,,,
SPC1119,,FURN&EQ,Administration Building,Sick Room,SPC9015,792,Bar Fridge,100L GVAF103,Missing,199.09,,,07-07-08,,,,,,,,,,,,,,
SPC1129,25007830134,FURN&EQ,Administration Building,Student Services,SPC9016,792,Pay Phone,and stand,Missing,2102,,,13-04-07,,,,,,,,,,,,,,
SPC1134,,FURN&EQ,Automotive Workshop,Automotive Workshop,SPC9018,350,Battery Charger,Projecta Intelli Charge,Missing,0,,,16-04-14,,,PASS,16-10-14,,,,,,,,,,
SPC1145,,FURN&EQ,Br Seaman Building,S102 Science,SPC9021,353,Whiteboard Interactive,UBT780+ (no cost),Missing,0,,,,,01-09-76,,,,,,,,,,,,
SPC1161,,5 Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Fridge,618L Model FRS-U20ICW,Missing,912.73,,,04-02-11,,,,,,,,,,,,,,
SPC1163,,FURN&EQ,Br Seaman Building,S102 Science,SPC9021,353,Heating Mantles,Heating Mantles,Missing,3276,,,14-10-11,,14-06-18,,,,,,,,,,,,
SPC1165,,FIXED EQUP,Br Seaman Building,S102 Science,SPC9021,353,Hot Water Unit,125L electric,Missing,1100,,,06-02-07,,06-10-13,,,,,,,,,,,,
SPC1173,,FURN&EQ,Br Seaman Building,S102 Science,SPC9021,353,Spectrometer & Colorimet,"Photo-Elec Experiment Kit,",Missing,2566.05,,,04-02-11,,,,,,,,,,,,,,
SPC1183,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Aquarium,Heater Sacem Winner,Missing,0,,,11-07-05,,,PASS,26-09-14,,,,,,,,,,
SPC1184,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Aquarium,Heater Aqua One,Missing,0,,,11-05-11,,,PASS,26-09-14,,,,,,,,,,
SPC1185,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Aquarium,Pump Layla QD 1900F,Missing,0,,,03-05-11,,,PASS,03-05-12,,,,,,,,,,
SPC1191,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Centrifuge,Clements Centrifuge,Missing,0,,,05-06-05,,,PASS,26-09-14,,,,,,,,,,
SPC1192,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Centrifuge,Sinette Spinning,Missing,0,,,05-06-05,,,PASS,26-09-14,,,,,,,,,,
SPC1193,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Coffee Machine,Breville Caf,Missing,0,,,03-05-11,,,PASS,26-09-14,,,,,,,,,,
SPC1194,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Fan,Ring Grip RPF 40,Missing,0,,,03-05-11,,,PASS,03-05-12,,,,,,,,,,
SPC1203,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Heat Pad,Exo Terra Heat Wave,Missing,0,,,24-09-12,,,PASS,26-09-14,,,,,,,,,,
SPC1204,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Heat Pad,Aquatopia Fighter Heater,Missing,0,,,24-09-12,,,PASS,26-09-14,,,,,,,,,,
SPC1205,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Heat Rock,Heat Rock Small,Missing,0,,,05-05-11,,,PASS,26-09-14,,,,,,,,,,
SPC1207,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Heater,Kambrook Rapid Heat,Missing,0,,,18-11-09,,,PASS,03-05-12,,,,,,,,,,
SPC1208,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Heater,Vulcan Quasar Elite,Missing,0,,,18-11-09,,,PASS,11-05-12,,,,,,,,,,
SPC1209,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Heater,Exo Terra PT 2030,Missing,0,,,18-11-09,,,PASS,26-09-14,,,,,,,,,,
SPC1217,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Heating Mantle,Electrthermal EM0100,Missing,0,,,24-09-12,,,PASS,26-09-14,,,,,,,,,,
SPC1219,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Hot Glue Gun,SAA FL 138,Missing,0,,,23-05-11,,,PASS,24-09-13,,,,,,,,,,
SPC1220,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Hot Glue Gun,SAA FL 138,Missing,0,,,23-05-11,,,PASS,24-09-13,,,,,,,,,,
SPC1222,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Incubator,Griffin & George Ltd,Missing,0,,,17-07-06,,,PASS,26-09-14,,,,,,,,,,
SPC1224,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Iron,Solutions CM 8883,Missing,0,,,18-11-09,,,PASS,26-09-14,,,,,,,,,,
SPC1226,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Laminator,GBC Creative,Missing,0,,,19-07-05,,,PASS,27-04-12,,,,,,,,,,
SPC1227,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Laser,Laser 401,Missing,0,,,05-06-05,,,PASS,26-09-14,,,,,,,,,,
SPC1237,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Light,Olympus,Missing,0,,,11-05-11,,,PASS,24-09-13,,,,,,,,,,
SPC1247,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Microscope,Focus,Missing,0,,,03-05-11,,,PASS,26-09-14,,,,,,,,,,
SPC1250,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Microscope,AIS Optical,Missing,0,,,05-06-05,,,PASS,03-05-12,,,,,,,,,,
SPC1255,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Microscope,Swift,Missing,0,,,06-06-05,,,PASS,03-05-12,,,,,,,,,,
SPC1258,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Microscope,Olympus,Missing,0,,,11-07-05,,,PASS,03-05-12,,,,,,,,,,
SPC1260,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Microscope,Olympus,Missing,0,,,05-06-05,,,PASS,03-05-12,,,,,,,,,,
SPC1262,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Microscope,AIS Optical,Missing,0,,,05-06-05,,,PASS,01-10-14,,,,,,,,,,
SPC1263,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Microscope,Swift,Missing,0,,,06-06-05,,,PASS,03-05-12,,,,,,,,,,
SPC1265,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Microscope,Swift,Missing,0,,,06-06-05,,,PASS,03-05-12,,,,,,,,,,
SPC1277,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Neon Laser,Selbys Electronic MV 810,Missing,0,,,03-05-11,,,PASS,24-09-13,,,,,,,,,,
SPC1281,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Projector,Hanimex,Missing,0,,,05-06-05,,,PASS,03-05-12,,,,,,,,,,
SPC1282,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Projector,No Brand,Missing,0,,,05-06-05,,,PASS,03-05-12,,,,,,,,,,
SPC1285,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Projector,Hanimex Iqx234,Missing,0,,,24-09-12,,,PASS,30-09-14,,,,,,,,,,
